Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) N5_1,Coverage (%) N5_2,Coverage (%) N5_3,Coverage (%) N6_1,Coverage (%) N6_2,Coverage (%) N6_3,Coverage (%) T2_1,Coverage (%) T2_2,Coverage (%) T2_3,Coverage (%) T4_1,Coverage (%) T4_2,Coverage (%) T4_3,Area N5_1,Area N5_2,Area N5_3,Area N6_1,Area N6_2,Area N6_3,Area T2_1,Area T2_2,Area T2_3,Area T4_1,Area T4_2,Area T4_3,#Peptides,#Unique,#Spec N5_1,#Spec N5_2,#Spec N5_3,#Spec N6_1,#Spec N6_2,#Spec N6_3,#Spec T2_1,#Spec T2_2,#Spec T2_3,#Spec T4_1,#Spec T4_2,#Spec T4_3,PTM,Avg. Mass,Description
206,659,P62910|RL32_HUMAN,304.33,61,59,54,54,56,54,56,56,54,56,50,54,50,8.5531E4,7.7245E4,8.4136E4,7.9017E4,7.7004E4,7.8878E4,9.9508E4,9.8862E4,9.7716E4,1.8717E4,1.0722E4,2.3694E4,13,13,30,30,22,26,25,33,36,32,30,11,11,15,Carbamidomethylation; Oxidation (M),15860,60S ribosomal protein L32 OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=2
178,406,Q02878|RL6_HUMAN,304.10,45,38,41,41,42,38,38,42,42,44,32,41,35,4.6198E4,4.6986E4,5.0662E4,3.0036E4,3.1204E4,3.0694E4,3.4221E4,3.3481E4,3.6819E4,3.0348E4,2.0141E4,3.1892E4,17,17,35,28,36,24,26,25,28,33,31,21,19,28,Acetylation (Protein N-term); Deamidation (NQ),32728,60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3
135,619,P62750|RL23A_HUMAN,304.06,60,58,60,53,60,60,60,54,54,60,60,48,54,1.8092E5,1.8316E5,1.7925E5,1.5326E5,1.4657E5,1.4708E5,1.5398E5,1.5972E5,1.58E5,6.7807E4,3.9646E4,7.3467E4,15,15,45,43,35,36,36,36,40,42,38,27,20,24,Deamidation (NQ),17695,60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1
337,222,Q9NVP1|DDX18_HUMAN,303.91,37,17,26,15,21,19,15,17,22,22,24,15,32,1.0289E4,1.0229E4,1.0366E4,8.9946E3,8.5854E3,8.6595E3,9.9475E3,1.1289E4,1.0669E4,1.5403E4,5.5074E3,1.5791E4,18,18,13,20,13,12,16,14,12,19,17,19,9,22,Carbamidomethylation; Deamidation (NQ),75407,ATP-dependent RNA helicase DDX18 OS=Homo sapiens OX=9606 GN=DDX18 PE=1 SV=2
420,426,P36873|PP1G_HUMAN,303.46,45,19,19,19,25,22,33,30,20,24,42,28,41,2.4443E3,2.4206E3,2.0645E3,1.9404E3,1.9382E3,1.6226E3,2.1438E3,2.0549E3,2.1953E3,5.5042E3,1.3775E3,4.7706E3,13,3,9,9,7,10,8,12,10,10,8,22,8,24,Carbamidomethylation; Acetylation (Protein N-term),36984,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CC PE=1 SV=1
264,154,O43395|PRPF3_HUMAN,303.06,37,32,35,27,31,31,31,18,25,26,30,11,31,3.2034E4,1.9235E4,1.5983E4,4.0009E4,3.8779E4,1.5574E4,6.898E3,7.7756E3,1.0481E4,1.5008E4,5.6038E3,1.5845E4,22,22,24,31,23,24,22,21,11,15,17,20,9,25,Carbamidomethylation,77529,U4/U6 small nuclear ribonucleoprotein Prp3 OS=Homo sapiens OX=9606 GN=PRPF3 PE=1 SV=2
251,570,Q99729|ROAA_HUMAN,303.01,33,26,26,26,31,32,33,24,26,26,30,20,33,1.7109E4,1.8911E4,1.8966E4,2.8508E4,3.367E4,3.4624E4,2.044E4,2.0506E4,2.0853E4,4.209E4,1.6111E4,4.1765E4,15,14,22,22,21,19,24,25,20,19,18,25,11,29,Carbamidomethylation,36225,Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB PE=1 SV=2
378,300,P09525|ANXA4_HUMAN,302.61,55,19,31,23,32,31,34,22,28,31,37,17,40,6.032E3,7.7109E3,6.0846E3,1.6103E4,1.6406E4,8.0122E4,6.4235E3,8.3236E3,8.3224E3,1.233E4,5.3109E3,1.0182E4,16,16,8,12,11,16,16,18,9,13,13,16,8,15,Carbamidomethylation,35883,Annexin A4 OS=Homo sapiens OX=9606 GN=ANXA4 PE=1 SV=4
281,310,Q8NBS9|TXND5_HUMAN,302.08,45,22,25,25,28,33,33,31,30,33,43,37,35,1.2415E4,1.1551E4,1.264E4,2.8397E4,2.7486E4,2.5915E4,2.5368E4,1.4748E5,2.4722E4,4.3134E4,1.8714E4,4.1455E4,18,18,12,9,14,17,20,19,21,19,22,26,24,23,Carbamidomethylation,47629,Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5 PE=1 SV=2
484,321,P26196|DDX6_HUMAN,301.92,37,26,20,18,17,13,20,23,23,26,37,9,34,4.0481E3,3.5717E3,3.8428E3,3.9283E3,2.8264E3,5.1041E3,4.6849E3,6.9052E3,6.8168E3,1.2825E4,2.1719E3,1.4035E4,12,12,8,7,7,7,5,9,11,8,10,19,6,15,Carbamidomethylation; Deamidation (NQ),54417,Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens OX=9606 GN=DDX6 PE=1 SV=2
144,193,P08729|K2C7_HUMAN,300.99,50,38,37,39,42,31,40,21,19,24,26,14,26,1.3962E4,1.4779E4,1.5712E4,1.4329E4,1.0725E4,1.1581E4,3.9538E3,1.6668E3,2.657E3,5.6388E3,5.2044E2,4.4708E3,25,15,33,32,29,36,30,36,36,32,36,33,30,36,Acetylation (Protein N-term),51386,Keratin  type II cytoskeletal 7 OS=Homo sapiens OX=9606 GN=KRT7 PE=1 SV=5
382,219,Q15397|PUM3_HUMAN,300.73,32,13,12,15,17,11,10,18,18,17,24,6,19,8.676E3,4.898E3,8.8722E3,5.6285E3,5.0815E3,4.8771E3,9.1932E3,9.311E3,8.4453E3,1.3902E4,2.7308E3,1.0678E4,21,21,14,13,13,9,8,7,14,17,21,17,6,14,Carbamidomethylation,73584,Pumilio homolog 3 OS=Homo sapiens OX=9606 GN=PUM3 PE=1 SV=3
427,204,Q96DI7|SNR40_HUMAN,300.71,79,29,29,38,36,30,26,24,31,31,62,18,48,1.2402E4,1.1374E4,1.0923E4,1.0097E4,1.4661E4,1.1498E4,7.4784E3,9.1815E3,9.7613E3,1.3882E4,3.1554E3,1.3446E4,19,19,11,12,9,10,11,9,11,8,10,19,7,15,Carbamidomethylation; Deamidation (NQ),39311,U5 small nuclear ribonucleoprotein 40 kDa protein OS=Homo sapiens OX=9606 GN=SNRNP40 PE=1 SV=1
241,157,Q9BZE4|NOG1_HUMAN,300.38,37,29,27,26,29,30,25,32,25,28,29,22,34,2.4611E4,2.2093E4,2.3987E4,1.7515E4,1.4683E4,1.5795E4,2.3524E4,2.1902E4,2.1014E4,2.7989E4,1.6318E4,3.3644E4,24,24,23,22,19,22,21,22,21,23,22,22,20,25,Carbamidomethylation,73965,Nucleolar GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=GTPBP4 PE=1 SV=3
338,256,P40926|MDHM_HUMAN,300.33,59,27,14,26,43,46,40,37,36,50,57,29,53,5.5821E3,3.8136E3,4.7811E3,1.1027E4,9.6024E3,9.7954E3,7.8505E3,8.1064E3,6.0218E3,1.7941E4,5.5784E3,1.5924E4,16,16,12,8,8,19,16,13,15,13,15,28,11,28,Carbamidomethylation,35503,Malate dehydrogenase  mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3
285,333,P05141|ADT2_HUMAN,300.23,49,29,30,29,31,32,34,26,29,27,38,48,35,1.2113E4,1.2472E4,1.2474E4,1.1232E4,1.0109E4,1.1882E4,8.7334E3,8.1104E3,7.2409E3,3.2794E4,1.5695E4,3.3698E4,21,8,16,17,15,15,21,21,11,15,11,29,28,25,Carbamidomethylation; Acetylation (Protein N-term),32852,ADP/ATP translocase 2 OS=Homo sapiens OX=9606 GN=SLC25A5 PE=1 SV=7
237,586,P62826|RAN_HUMAN,300.09,54,39,39,39,45,45,54,45,45,45,54,54,52,5.2023E4,5.121E4,5.3577E4,5.3426E4,5.3171E4,5.5207E4,3.1329E4,3.2958E4,3.34E4,5.7281E4,3.8319E4,4.4772E4,14,14,19,23,22,20,25,24,22,17,19,26,23,25,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),24423,GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=3
153,402,P62906|RL10A_HUMAN,299.97,59,44,48,48,50,59,53,53,53,48,50,41,44,6.9423E4,7.009E4,7.7575E4,7.1675E4,7.0402E4,7.7205E4,1.2811E5,1.4701E5,1.342E5,5.1923E4,3.3231E4,6.0549E4,15,15,28,30,29,29,34,31,45,46,39,21,20,28,Carbamidomethylation,24831,60S ribosomal protein L10a OS=Homo sapiens OX=9606 GN=RPL10A PE=1 SV=2
346,152,O75131|CPNE3_HUMAN,299.43,45,25,21,20,27,31,27,20,25,23,38,25,37,9.513E3,9.0131E3,8.3019E3,1.3177E4,1.4688E4,1.4383E4,9.1697E3,9.7941E3,9.2129E3,2.2202E4,1.2658E4,2.5151E4,17,16,14,11,11,13,14,16,13,14,14,22,13,24,Carbamidomethylation; Deamidation (NQ),60131,Copine-3 OS=Homo sapiens OX=9606 GN=CPNE3 PE=1 SV=1
90,365,P62249|RS16_HUMAN,298.96,77,71,77,77,71,71,77,71,71,71,77,71,71,2.1618E5,2.2345E5,2.3659E5,2.3521E5,2.4045E5,2.4644E5,2.6427E5,2.7164E5,2.724E5,2.1635E5,1.339E5,2.4383E5,17,17,42,46,45,47,45,53,52,56,57,49,41,48,Carbamidomethylation; Oxidation (M); Deamidation (NQ),16445,40S ribosomal protein S16 OS=Homo sapiens OX=9606 GN=RPS16 PE=1 SV=2
381,159,Q15075|EEA1_HUMAN,298.92,25,16,15,16,10,9,9,3,4,4,6,2,7,1.2267E4,1.1226E4,1.4552E4,6.3245E3,5.6357E3,4.2902E3,2.4961E3,2.6923E3,1.8012E3,3.2707E3,7.8829E2,3.8872E3,30,30,22,25,22,14,11,12,7,9,6,10,4,11,Carbamidomethylation,162465,Early endosome antigen 1 OS=Homo sapiens OX=9606 GN=EEA1 PE=1 SV=2
439,179,Q13823|NOG2_HUMAN,298.80,32,8,7,7,6,6,4,19,18,18,30,10,24,1.7408E3,1.9958E3,1.96E3,1.6167E3,1.957E3,1.2045E3,7.2204E3,7.0303E3,6.3493E3,1.4222E4,2.6994E3,1.4105E4,19,19,5,7,5,4,5,3,16,16,16,23,8,20,Carbamidomethylation,83655,Nucleolar GTP-binding protein 2 OS=Homo sapiens OX=9606 GN=GNL2 PE=1 SV=1
442,196,P78344|IF4G2_HUMAN,298.14,26,11,10,11,9,9,11,10,9,10,19,7,17,4.8642E3,5.0856E3,5.8332E3,2.673E3,3.748E3,3.393E3,3.9533E3,3.8563E3,4.4038E3,9.8955E3,3.0726E3,8.659E3,17,17,10,9,13,10,10,9,9,13,11,15,7,10,Acetylation (Protein N-term),102362,Eukaryotic translation initiation factor 4 gamma 2 OS=Homo sapiens OX=9606 GN=EIF4G2 PE=1 SV=1
94,1063,P17096|HMGA1_HUMAN,297.62,53,53,53,53,48,48,48,53,48,48,48,38,53,3.0815E5,3.1462E5,3.3584E5,2.4355E5,2.4346E5,2.8799E5,2.6717E5,2.9401E5,3.0116E5,2.6926E5,1.9844E5,2.837E5,12,12,52,53,53,44,47,48,44,51,48,42,42,42,Acetylation (Protein N-term); Deamidation (NQ),11676,High mobility group protein HMG-I/HMG-Y OS=Homo sapiens OX=9606 GN=HMGA1 PE=1 SV=3
321,231,P21281|VATB2_HUMAN,297.61,44,24,24,25,25,34,34,25,25,27,36,18,36,1.168E4,1.1351E4,1.1099E4,8.553E3,1.1093E4,1.0735E4,8.1962E3,9.0518E3,1.0038E4,1.3877E4,4.7005E3,1.1863E4,16,16,18,15,19,19,18,18,15,11,16,23,9,19,Carbamidomethylation; Deamidation (NQ),56501,V-type proton ATPase subunit B  brain isoform OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=3
298,285,Q9Y3F4|STRAP_HUMAN,297.60,58,53,49,40,51,51,36,51,46,46,58,36,55,1.7404E4,1.6185E4,1.4915E4,1.7496E4,1.5529E4,1.4548E4,1.7805E4,1.723E4,1.6768E4,3.0498E4,8.8387E3,2.9205E4,13,13,18,18,13,21,17,13,16,19,15,28,13,25,Carbamidomethylation; Deamidation (NQ),38438,Serine-threonine kinase receptor-associated protein OS=Homo sapiens OX=9606 GN=STRAP PE=1 SV=1
129,512,P62269|RS18_HUMAN,297.40,67,65,67,65,66,66,66,67,67,67,56,61,51,1.478E5,1.6717E5,1.629E5,7.2554E4,8.5202E4,8.4785E4,1.7855E5,1.9319E5,1.9725E5,5.0609E4,3.1759E4,4.2174E4,18,18,45,40,43,34,29,36,55,48,47,21,23,20,Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),17719,40S ribosomal protein S18 OS=Homo sapiens OX=9606 GN=RPS18 PE=1 SV=3
385,392,P60900|PSA6_HUMAN,297.07,57,46,50,46,56,48,50,33,28,26,48,29,53,1.5661E4,1.7014E4,1.6402E4,1.7436E4,1.7026E4,1.5469E4,7.0524E3,6.4632E3,6.0091E3,1.7494E4,6.9378E3,1.8971E4,14,14,12,13,18,15,13,17,8,7,6,15,9,18,Carbamidomethylation,27399,Proteasome subunit alpha type-6 OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1
133,829,P08708|RS17_HUMAN,296.75,61,60,60,59,60,60,61,61,61,61,60,59,60,7.6971E4,8.0283E4,7.9789E4,5.8479E4,5.6834E4,5.5836E4,1.3486E5,1.3413E5,1.3558E5,3.9089E4,1.5015E4,4.5115E4,12,12,42,38,35,32,32,30,52,51,51,28,10,27,Carbamidomethylation; Oxidation (M); Deamidation (NQ),15550,40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=1 SV=2
477,226,Q8N1F7|NUP93_HUMAN,296.67,26,8,9,9,9,13,13,9,13,12,17,8,13,3.8733E3,5.5775E3,5.5725E3,6.7985E3,4.7198E3,5.9487E3,6.9423E3,5.59E3,7.9687E3,9.3292E3,6.5829E4,8.3848E3,15,15,8,7,10,10,11,8,7,11,11,13,7,11,Carbamidomethylation; Acetylation (Protein N-term),93488,Nuclear pore complex protein Nup93 OS=Homo sapiens OX=9606 GN=NUP93 PE=1 SV=2
336,349,Q14240|IF4A2_HUMAN,296.58,36,20,20,20,20,27,26,26,22,17,32,19,32,,,,,1.068E2,,3.3542E2,,,1.4198E3,,1.5334E3,14,2,10,9,11,14,19,19,17,16,13,23,13,23,Carbamidomethylation,46402,Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 PE=1 SV=2
590,259,O94875|SRBS2_HUMAN,296.54,17,12,11,10,11,13,13,1,1,1,1,1,1,1.4354E4,1.2418E4,1.3411E4,1.3142E4,1.2806E4,1.4231E4,7.9507E2,6.7037E2,6.7767E2,7.322E2,2.5649E2,9.2915E2,14,14,12,11,10,8,14,14,1,1,3,1,1,2,Carbamidomethylation,124107,Sorbin and SH3 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SORBS2 PE=1 SV=3
304,299,Q9HAV0|GBB4_HUMAN,295.54,61,30,30,30,26,33,30,30,36,41,49,21,49,1.5081E3,1.2556E3,1.3212E3,1.0067E3,1.1795E3,7.6631E2,7.0739E2,1.067E3,8.1048E2,3.971E3,8.3268E2,1.9224E3,14,8,15,20,14,15,17,15,20,18,21,23,13,22,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),37567,Guanine nucleotide-binding protein subunit beta-4 OS=Homo sapiens OX=9606 GN=GNB4 PE=1 SV=3
451,208,P50991|TCPD_HUMAN,295.51,45,15,15,15,28,16,22,20,18,17,34,11,36,3.0408E3,3.2623E3,3.7317E3,5.5645E3,4.2655E3,4.6778E3,3.3695E3,2.7484E3,2.9743E3,1.1071E4,3.1461E3,1.1596E4,17,16,6,6,7,12,11,11,10,9,5,20,8,20,Carbamidomethylation,57924,T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4
208,585,P82979|SARNP_HUMAN,295.41,52,50,51,50,50,50,51,50,50,50,49,48,50,9.2497E4,9.8393E4,1.0036E5,7.1117E4,7.3448E4,7.2868E4,5.4088E4,5.7697E4,5.7471E4,2.7776E4,1.9635E4,2.7715E4,15,15,32,35,28,24,27,31,22,24,22,14,16,18,Carbamidomethylation; Acetylation (Protein N-term),23671,SAP domain-containing ribonucleoprotein OS=Homo sapiens OX=9606 GN=SARNP PE=1 SV=3
406,181,P56192|SYMC_HUMAN,294.86,29,7,8,4,11,15,12,12,12,13,23,7,19,2.327E3,2.3747E3,5.5243E2,4.8627E3,6.2881E3,5.2828E3,6.8738E3,6.5992E3,4.6621E3,1.5312E4,3.1956E3,1.4172E4,18,18,5,6,5,14,13,13,11,12,16,18,9,19,Carbamidomethylation,101116,Methionine--tRNA ligase  cytoplasmic OS=Homo sapiens OX=9606 GN=MARS1 PE=1 SV=2
373,343,P36578|RL4_HUMAN,294.44,37,22,19,18,27,18,25,30,33,37,28,27,24,8.0918E3,9.7833E3,1.1409E4,1.1969E4,1.0005E4,1.3284E4,1.8703E4,1.7276E4,2.1666E4,1.5031E4,7.0944E3,1.0125E4,15,15,10,11,11,13,10,12,17,18,17,12,15,13,Carbamidomethylation; Acetylation (Protein N-term),47697,60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5
513,197,Q13200|PSMD2_HUMAN,293.83,29,5,5,5,8,6,8,6,5,4,24,7,23,1.7877E3,2.2081E3,1.5065E3,3.7228E3,3.8482E3,3.6374E3,2.2391E3,2.2592E3,1.5694E3,1.043E4,3.3462E3,1.211E4,17,17,6,5,5,7,6,7,5,4,5,21,7,23,Carbamidomethylation; Acetylation (Protein N-term),100200,26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PSMD2 PE=1 SV=3
109,456,P50914|RL14_HUMAN,293.72,51,46,46,49,45,46,49,49,49,49,50,43,50,2.1014E5,2.0859E5,2.0362E5,1.4599E5,1.4565E5,1.4569E5,2.4612E5,2.4363E5,2.4463E5,2.2719E5,1.1278E5,2.2925E5,17,17,41,47,46,35,36,34,48,42,46,40,31,46,Carbamidomethylation; Oxidation (M); Deamidation (NQ),23432,60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=4
169,930,P62318|SMD3_HUMAN,293.50,57,49,49,49,57,49,57,52,49,49,55,48,55,9.72E4,9.8113E4,1.0863E5,8.8836E4,8.6133E4,8.5469E4,8.5267E4,9.2756E4,9.1116E4,8.1738E4,3.0182E4,8.2033E4,9,9,28,28,29,29,31,36,31,32,28,25,15,33,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),13916,Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens OX=9606 GN=SNRPD3 PE=1 SV=1
106,504,Q9UNX3|RL26L_HUMAN,293.46,70,60,53,60,66,54,66,65,63,63,61,58,59,1.3192E3,4.528E2,1.8638E3,1.9689E3,1.4715E3,2.4987E3,1.2334E3,8.6859E2,9.4465E2,1.0936E3,5.5393E2,5.3433E2,17,2,51,42,46,43,43,45,42,41,40,38,32,47,Oxidation (M); Deamidation (NQ),17256,60S ribosomal protein L26-like 1 OS=Homo sapiens OX=9606 GN=RPL26L1 PE=1 SV=1
405,127,Q13428|TCOF_HUMAN,292.39,18,14,11,12,4,4,5,5,5,4,10,7,12,1.5223E4,1.2891E4,1.4857E4,2.4274E3,4.0021E3,3.6786E3,4.161E3,1.488E4,3.8164E3,9.0445E3,6.0541E3,1.3871E4,23,23,20,17,18,4,5,7,7,7,7,14,16,19,,152105,Treacle protein OS=Homo sapiens OX=9606 GN=TCOF1 PE=1 SV=3
396,266,P61158|ARP3_HUMAN,292.08,46,21,26,17,31,24,31,31,26,31,41,26,41,9.2407E3,9.9111E3,9.9736E3,8.4276E3,8.5018E3,8.2522E3,1.043E4,1.021E4,1.0441E4,2.0959E4,7.7996E3,2.2056E4,16,16,8,11,12,12,10,10,11,10,15,20,9,17,Carbamidomethylation; Acetylation (Protein N-term),47371,Actin-related protein 3 OS=Homo sapiens OX=9606 GN=ACTR3 PE=1 SV=3
548,162,Q9BQG0|MBB1A_HUMAN,292.02,20,1,2,2,3,3,2,5,4,4,14,8,16,1.8492E3,2.1105E3,2.0744E3,1.9737E3,1.9011E3,2.0751E3,4.0355E3,2.5569E3,1.9213E3,1.1248E4,5.1716E3,1.1899E4,21,21,1,2,2,3,6,2,10,7,4,18,13,19,Carbamidomethylation; Deamidation (NQ),148854,Myb-binding protein 1A OS=Homo sapiens OX=9606 GN=MYBBP1A PE=1 SV=2
149,702,Q86V81|THOC4_HUMAN,292.01,44,34,34,34,44,44,44,44,44,44,44,33,44,1.1387E5,1.1009E5,1.159E5,1.0968E5,1.049E5,1.1492E5,8.8973E4,9.3078E4,8.996E4,9.4499E4,3.087E4,1.0591E5,10,10,37,38,39,33,30,37,33,30,36,28,19,30,Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),26888,THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=3
362,128,Q9UKV3|ACINU_HUMAN,291.97,20,13,15,15,14,10,14,5,7,6,7,3,9,1.133E4,7.754E3,2.0485E4,1.1774E4,7.356E3,9.824E3,3.1603E3,3.9487E3,3.4483E3,5.1017E3,8.853E2,6.3403E3,20,20,16,20,18,21,15,21,8,9,10,11,5,11,Carbamidomethylation,151861,Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens OX=9606 GN=ACIN1 PE=1 SV=2
164,726,Q13185|CBX3_HUMAN,291.70,61,60,44,60,60,60,60,60,60,60,61,43,61,2.6813E4,2.9944E4,3.0639E4,3.3446E4,3.0573E4,3.2403E4,1.9878E4,2.0838E4,2.2385E4,2.255E4,1.2931E4,2.6757E4,10,8,28,25,26,34,33,45,30,27,32,27,20,31,Carbamidomethylation; Oxidation (M); Deamidation (NQ),20811,Chromobox protein homolog 3 OS=Homo sapiens OX=9606 GN=CBX3 PE=1 SV=4
446,123,Q86UP2|KTN1_HUMAN,291.41,23,3,3,2,8,6,5,10,10,9,17,8,16,1.1461E3,6.3374E2,1.1988E3,3.8601E3,3.4451E3,2.0037E3,6.6694E3,6.0797E3,5.6445E3,1.0825E4,3.3354E3,1.0027E4,23,23,3,3,5,10,8,7,14,11,10,22,10,22,,156275,Kinectin OS=Homo sapiens OX=9606 GN=KTN1 PE=1 SV=1
514,447,P22626|ROA2_HUMAN,291.12,44,6,6,16,25,27,32,30,29,31,31,10,33,1.7422E3,1.9574E3,2.6394E3,3.8219E3,3.7656E3,4.1841E3,6.0651E3,6.8085E3,6.7838E3,9.2666E3,3.1587E3,9.3638E3,13,12,2,3,4,9,8,9,9,10,10,16,5,16,Carbamidomethylation; Deamidation (NQ),37430,Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2
400,571,P62140|PP1B_HUMAN,290.98,37,18,18,18,30,21,32,34,20,28,34,27,37,6.397E3,4.7977E3,5.5582E3,3.816E3,2.857E3,2.8563E3,4.3083E3,3.7138E3,4.153E3,7.1023E3,2.7316E3,5.2116E3,11,3,9,11,8,11,7,12,13,10,10,22,9,22,Carbamidomethylation; Acetylation (Protein N-term),37187,Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CB PE=1 SV=3
666,432,Q5U651|RAIN_HUMAN,290.91,19,4,6,5,7,8,6,8,6,6,18,4,16,2.5036E2,1.2022E2,1.0424E2,1.3344E3,8.5876E2,1.355E3,1.4776E3,4.9417E2,8.0974E2,7.1225E3,6.4232E2,6.4535E3,11,11,2,3,2,5,4,4,6,4,3,15,2,13,,103457,Ras-interacting protein 1 OS=Homo sapiens OX=9606 GN=RASIP1 PE=1 SV=1
272,297,P12236|ADT3_HUMAN,290.87,54,29,38,41,34,39,30,26,29,29,40,44,37,8.3793E3,8.0368E3,9.5853E3,7.7477E3,7.109E3,6.38E3,5.0599E3,4.4261E3,5.6212E3,2.08E4,9.8394E3,2.285E4,19,6,18,16,16,18,21,18,12,12,12,34,26,29,Carbamidomethylation; Acetylation (Protein N-term),32866,ADP/ATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4
309,479,Q06830|PRDX1_HUMAN,290.42,84,43,28,24,55,61,72,60,60,60,80,61,72,4.788E3,6.0747E3,7.7925E3,1.4406E4,1.3526E4,8.977E3,1.2461E4,8.85E3,1.1237E4,2.3272E4,1.0804E4,1.798E4,19,16,11,9,6,19,17,17,18,20,22,22,22,25,Carbamidomethylation,22110,Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1
444,149,O43172|PRP4_HUMAN,290.27,46,16,18,18,20,22,20,14,25,19,28,7,42,4.6E3,5.962E3,5.7398E3,6.0225E3,6.6822E3,6.0263E3,4.7764E3,5.9325E3,4.9245E3,7.9239E3,2.9634E3,1.8005E4,17,17,10,14,8,10,14,9,8,11,8,11,4,19,Carbamidomethylation,58449,U4/U6 small nuclear ribonucleoprotein Prp4 OS=Homo sapiens OX=9606 GN=PRPF4 PE=1 SV=2
389,228,P33240|CSTF2_HUMAN,289.56,37,23,27,22,25,22,22,17,14,18,29,12,20,5.6426E3,1.1078E4,5.3953E3,8.4643E3,3.9013E3,9.3834E3,2.2162E3,1.634E3,2.655E3,4.0942E3,4.8659E3,3.5104E3,15,7,12,14,14,15,15,14,10,9,8,15,7,14,Carbamidomethylation; Acetylation (Protein N-term),60959,Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2 PE=1 SV=1
278,1214,P52926|HMGA2_HUMAN,289.42,44,44,44,44,44,44,44,44,44,44,44,44,44,5.4736E4,5.5594E4,7.1649E4,4.6122E4,4.4434E4,4.5943E4,4.6752E4,4.7315E4,4.5002E4,5.1508E4,2.7755E4,5.8583E4,7,7,25,28,22,14,15,17,16,20,22,19,16,15,Acetylation (Protein N-term),11832,High mobility group protein HMGI-C OS=Homo sapiens OX=9606 GN=HMGA2 PE=1 SV=1
372,184,Q8WWM7|ATX2L_HUMAN,289.22,25,14,13,15,16,15,14,13,14,12,19,8,18,7.4522E3,6.3817E3,6.2403E3,4.8945E3,6.1908E3,6.489E3,5.9688E3,1.1283E4,6.5495E3,9.1253E3,6.9541E2,1.0677E4,18,18,13,15,16,12,13,13,12,14,12,19,4,17,Carbamidomethylation; Acetylation (Protein N-term),113374,Ataxin-2-like protein OS=Homo sapiens OX=9606 GN=ATXN2L PE=1 SV=2
408,209,Q08J23|NSUN2_HUMAN,288.94,26,10,10,10,10,8,6,13,13,12,19,7,22,5.473E3,4.388E3,5.4339E3,4.5134E3,3.1725E3,3.9949E3,6.3214E3,7.0956E3,6.1051E3,1.3999E4,2.5982E3,1.5538E4,16,16,10,9,9,10,12,7,14,12,11,16,8,22,Carbamidomethylation,86471,RNA cytosine C(5)-methyltransferase NSUN2 OS=Homo sapiens OX=9606 GN=NSUN2 PE=1 SV=2
